Name	*StringName	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	LevelGroup
Act 2 - Duriel's Lair	Duriel's Lair	73	1	1	13	13	55	32	47	32	47	32	47	4500	3100	0	2	0	0	1	1	1	1	0	1	2	17	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	2025	17	42	67	17	56	89	2200	2200	2200	0	2	0	2	0	2	1	0	3	bonefetish4_14	cr_archer6_16	deathmauler6_14	dkfig1_17	doomknight2_14	dkmag3_15	fallenshaman3_18	fetish5_14	fetishblow8_14	fetishshaman2_16	foulcrow3	frozenhorror2_17	imp3_14	megademon3_15	mosquito2_17	putriddefiler5_15	quillrat5	scarab3	skmage_fire4	skmage_pois6	succubus2_15	swarm2	unraveler2	vulture1	zealot4_14		bonefetish4_14	cr_archer6_16	deathmauler6_14	dkfig1_17	doomknight2_14	dkmag3_15	fallenshaman3_18	fetish5_14	fetishblow8_14	fetishshaman2_16	foulcrow3	frozenhorror2_17	imp3_14	megademon3_15	mosquito2_17	putriddefiler5_15	quillrat5	scarab3	skmage_fire4	skmage_pois6	succubus2_15	swarm2	unraveler2	vulture1	zealot4_14	bonefetish4_14	cr_archer6_16	deathmauler6_14	dkfig1_17	doomknight2_14	dkmag3_15	fallenshaman3_18	fetish5_14	fetishblow8_14	fetishshaman2_16	foulcrow3	frozenhorror2_17	imp3_14	megademon3_15	mosquito2_17	putriddefiler5_15	quillrat5	scarab3	skmage_fire4	skmage_pois6	succubus2_15	swarm2	unraveler2	vulture1	zealot4_14	rat	bat	scorpion	larva	30	30	20	100					0	21	255	Duriel's Lair	To Duriel's Lair	EnteringDuriel'sLair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Act 2 - Duriel's Lair
Act 2 - Arcane	Arcane Sanctuary	74	1	1	11	11	56	200	200	200	200	200	200	5000	1000	0	1	0	0	1	1	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	3800	14	39	64	14	55	88	990	990	990	7	9	7	9	7	9	1	0	3	batdemon1	bloodlord3_17	blunderbore4_11	corruptrogue6_13	cr_lancer2_14	deathmauler6_14	doomknight1_12	doomknight2_14	dkmag3_15	foulcrow3	frogdemon2_16	goatman7_15	megademon3_15	sandraider1	siegebeast4_12	sk_archer4	skmage_cold3	skmage_ltng3	skmage_pois7	succubus2_15	succubuswitch2_17	suicideminion5_15	swarm1	willowisp2_15	wraith9		batdemon1	bloodlord3_17	blunderbore4_11	corruptrogue6_13	cr_lancer2_14	deathmauler6_14	doomknight1_12	doomknight2_14	dkmag3_15	foulcrow3	frogdemon2_16	goatman7_15	megademon3_15	sandraider1	siegebeast4_12	sk_archer4	skmage_cold3	skmage_ltng3	skmage_pois7	succubus2_15	succubuswitch2_17	suicideminion5_15	swarm1	willowisp2_15	wraith9	batdemon1	bloodlord3_17	blunderbore4_11	corruptrogue6_13	cr_lancer2_14	deathmauler6_14	doomknight1_12	doomknight2_14	dkmag3_15	foulcrow3	frogdemon2_16	goatman7_15	megademon3_15	sandraider1	sk_archer4	skmage_cold3	skmage_ltng3	skmage_pois7	succubus2_15	succubuswitch2_17	swarm1	willowisp2_15	wraith9															0	22	16	Arcane Sanctuary	To The Arcane Sanctuary	EnteringTheArcaneSanctuary	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	Act 2 - Arcane Sanctuary
Act 3 - Town	Kurast Docktown	75	2	2			57	64	48	64	48	64	48	1000	1000	0	1	1	1	0	0	1	1	0	0	2	20	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	2025	0	25	50				0	0	0							0	0																																																																																										0	23	18	Kurast Docktown	To The Kurast Docktown	EnteringTheKurastDocktown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Act 3 - Town
Act 3 - Jungle 1	Spider Forest	76	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	84	85	0	0	0	0	0	0	51	51	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	21	46	71	21	56	88	650	650	650	10	15	10	15	10	15	1	5	3	baboon8	batdemon2	bonefetish6	cr_archer5	doomknight1	fallenshaman3_18	fetish7	fingermage1	foulcrow4	imp5_21	minion9_21	mosquito2	putriddefiler5_21	quillrat5	reanimatedhorde4_18	regurgitator1	sandraider3	skeleton1_21	skmage_fire2_21	snowyeti3_18	thornhulk3	vampire2	vilemother1	wraith3	zombie4		baboon8	batdemon2	bonefetish6	cr_archer5	doomknight1	fallenshaman3_18	fetish7	fingermage1	foulcrow4	imp5_21	minion9_21	mosquito2	putriddefiler5_21	quillrat5	reanimatedhorde4_18	regurgitator1	sandraider3	skeleton1_21	skmage_fire2_21	snowyeti3_18	thornhulk3	vampire2	vilemother1	wraith3	zombie4	baboon8	batdemon2	bonefetish6	cr_archer5	doomknight1	fallenshaman3_18	fetish7	fingermage1	foulcrow4	imp5_21	minion9_21	mosquito2	putriddefiler5_21	quillrat5	reanimatedhorde4_18	regurgitator1	sandraider3	skeleton1_21	skmage_fire2_21	snowyeti3_18	thornhulk3	vampire2	vilemother1	wraith3	zombie4	snake	parrot			30	30							0	24	19	Spider Forest	To The Spider Forest	EnteringTheSpiderForest	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	Act 3 - Spider Forest
Act 3 - Jungle 2	Great Marsh	77	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	21	46	71	21	57	89	650	650	650	10	15	10	15	10	15	1	5	3	baboon2	baboon6	bighead2_21	cr_lancer5	deathmauler6_21	dkmag3_21	frozenhorror4_21	megademon1	minion9_21	overseer4_21	putriddefiler5_21	quillrat5	reanimatedhorde4_18	scarab8	siegebeast1_21	sk_archer5	slinger8	snowyeti3_18	succubus4_21	succubuswitch1_21	suicideminion5_21	swarm5	willowisp1	zealot3	zombie4		baboon2	baboon6	bighead2_21	cr_lancer5	deathmauler6_21	dkmag3_21	frozenhorror4_21	megademon1	minion9_21	overseer4_21	putriddefiler5_21	quillrat5	reanimatedhorde4_18	scarab8	siegebeast1_21	sk_archer5	slinger8	snowyeti3_18	succubus4_21	succubuswitch1_21	suicideminion5_21	swarm5	willowisp1	zealot3	zombie4	baboon2	bighead2_21	cr_lancer5	deathmauler6_21	dkmag3_21	frozenhorror4_21	megademon1	minion9_21	overseer4_21	putriddefiler5_21	quillrat5	reanimatedhorde4_18	scarab8	sk_archer5	slinger8	snowyeti3_18	succubus4_21	succubuswitch1_21	swarm5	willowisp1	zealot3	zombie4				snake	parrot			30	30							0	24	20	Great Marsh	To The Great Marsh	EnteringTheGreatMarsh	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	Act 3 - Great Marsh
Act 3 - Jungle 3	Flayer Jungle	78	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	86	88	0	0	0	0	0	0	53	54	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	72	22	57	89	650	650	650	10	15	10	15	10	15	1	5	3	baboon6	bighead2_21	bloodlord6_22	bonefetish5	cantor6	clawviper4	corruptrogue5	dkfig2	doomknight2_22	fingermage1	foulcrow4	frozenhorror4_21	cowking_22	mummy6	putriddefiler5_21	sandleaper4	siegebeast1_21	skeleton1_21	slinger9	slinger5_22	snowyeti1_22	willowisp1	wraith4	zealot3	zombie4		baboon6	bighead2_21	bloodlord6_22	bonefetish5	cantor6	clawviper4	corruptrogue5	dkfig2	doomknight2_22	fingermage1	foulcrow4	frozenhorror4_21	cowking_22	mummy6	putriddefiler5_21	sandleaper4	siegebeast1_21	skeleton1_21	slinger9	slinger5_22	snowyeti1_22	willowisp1	wraith4	zealot3	zombie4	bighead2_21	bloodlord6_22	bonefetish5	cantor6	clawviper4	corruptrogue5	dkfig2	doomknight2_22	fingermage1	foulcrow4	frozenhorror4_21	cowking_22	mummy6	putriddefiler5_21	sandleaper4	skeleton1_21	slinger9	slinger5_22	snowyeti1_22	willowisp1	wraith4	zealot3	zombie4			snake	parrot			30	30							0	24	21	Flayer Jungle	To The Flayer Jungle	EnteringTheFlayerJungle	31	43	40	52	43	69	0	0	50	15	45	35	50	25	0	0	Act 3 - Flayer Jungle
Act 3 - Kurast 1	Lower Kurast	79	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	72	22	59	89	325	325	325	7	9	7	9	7	9	1	0	3	baboon4	batdemon3	bonefetish2	brute4	cantor6	cr_archer5	cr_lancer5	deathmauler6_21	fetish5	fetishblow4	fetishshaman6	frogdemon2	cowking_22	megademon1	mosquito1	mummy4	pantherwoman4	putriddefiler5_21	quillrat2_22	sk_archer7_22	slinger9	thornhulk2	vilemother1	willowisp1	zealot1		baboon4	batdemon3	bonefetish2	brute4	cantor6	cr_archer5	cr_lancer5	deathmauler6_21	fetish5	fetishblow4	fetishshaman6	frogdemon2	cowking_22	megademon1	mosquito1	mummy4	pantherwoman4	putriddefiler5_21	quillrat2_22	sk_archer7_22	slinger9	thornhulk2	vilemother1	willowisp1	zealot1	baboon4	batdemon3	bonefetish2	brute4	cantor6	cr_archer5	cr_lancer5	deathmauler6_21	fetish5	fetishblow4	fetishshaman6	frogdemon2	cowking_22	megademon1	mosquito1	mummy4	pantherwoman4	putriddefiler5_21	quillrat2_22	sk_archer7_22	slinger9	thornhulk2	vilemother1	willowisp1	zealot1	snake	parrot			30	30							0	25	22	Lower Kurast	To Lower Kurast	EnteringLowerKurast	31	76	40	42	43	69	0	0	33	15	35	40	40	15	0	0	Act 3 - Lower Kurast
Act 3 - Kurast 2	Kurast Bazaar	80	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	94	95	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	72	22	59	90	325	325	325	7	9	7	9	7	9	1	0	3	baboon8	bighead2_21	brute5	corruptrogue6	cr_archer5	deathmauler6_21	dkfig2	dkmag3_21	fallenshaman4_22	fetishblow7	cowking_22	imp5_21	mummy4	reanimatedhorde3_22	sandleaper4	scarab8	siegebeast1_21	skmage_cold2_22	skmage_fire2_21	skmage_ltng1_22	slinger5_22	swarm4	thornhulk3	unraveler4	zombie4		baboon8	bighead2_21	brute5	corruptrogue6	cr_archer5	deathmauler6_21	dkfig2	dkmag3_21	fallenshaman4_22	fetishblow7	cowking_22	imp5_21	mummy4	reanimatedhorde3_22	sandleaper4	scarab8	siegebeast1_21	skmage_cold2_22	skmage_fire2_21	skmage_ltng1_22	slinger5_22	swarm4	thornhulk3	unraveler4	zombie4	baboon8	bighead2_21	brute5	corruptrogue6	cr_archer5	deathmauler6_21	dkfig2	dkmag3_21	fallenshaman4_22	fetishblow7	cowking_22	imp5_21	mummy4	reanimatedhorde3_22	sandleaper4	scarab8	skmage_cold2_22	skmage_fire2_21	skmage_ltng1_22	slinger5_22	swarm4	thornhulk3	unraveler4	zombie4		snake	parrot			30	30							0	25	23	Kurast Bazaar	To The Kurast Bazaar	EnteringTheKurastBazaar	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	Act 3 - Kurast Bazaar
Act 3 - Kurast 3	Upper Kurast	81	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	96	97	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	23	48	73	23	59	90	325	325	325	7	9	7	9	7	9	1	0	3	arach6	baboon6	batdemon3	blunderbore2	brute5	corruptrogue6	fallen5_23	fallenshaman4_22	fetish3	frozenhorror4_21	cowking_22	imp5_21	megademon1	minion9_21	mosquito3	mummy6	pantherwoman4_23	reanimatedhorde3_22	sandleaper5	scarab8	skeleton1_21	slinger9_23	suicideminion5_21	unraveler4	zealot3		arach6	baboon6	batdemon3	blunderbore2	brute5	corruptrogue6	fallen5_23	fallenshaman4_22	fetish3	frozenhorror4_21	cowking_22	imp5_21	megademon1	minion9_21	mosquito3	mummy6	pantherwoman4_23	reanimatedhorde3_22	sandleaper5	scarab8	skeleton1_21	slinger9_23	suicideminion5_21	unraveler4	zealot3	arach6	batdemon3	blunderbore2	brute5	corruptrogue6	fallen5_23	fallenshaman4_22	fetish3	frozenhorror4_21	cowking_22	imp5_21	megademon1	minion9_21	mosquito3	mummy6	pantherwoman4_23	reanimatedhorde3_22	sandleaper5	scarab8	skeleton1_21	slinger9_23	unraveler4	zealot3			snake	parrot			30	30							0	25	24	Upper Kurast	To Upper Kurast	EnteringUpperKurast	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	Act 3 - Upper Kurast
Act 3 - Kurast 4	Kurast Causeway	82	2	2			57	48	16	48	16	48	16	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	98	99	0	0	0	0	-1	-1	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	74	24	60	90	325	325	325	7	9	7	9	7	9	1	0	3	baboon4	baboon6	bonefetish5	brute5	cantor3	corruptrogue5	cr_archer5	cr_lancer5	doomknight2_22	foulcrow4	imp5_21	megademon2	mosquito2	mummy6	regurgitator1	sandraider5	scarab7	siegebeast1_21	skmage_pois4_24	slinger9_23	slinger5_22	succubuswitch1_21	swarm3	unraveler4	vulture3		baboon4	baboon6	bonefetish5	brute5	cantor3	corruptrogue5	cr_archer5	cr_lancer5	doomknight2_22	foulcrow4	imp5_21	megademon2	mosquito2	mummy6	regurgitator1	sandraider5	scarab7	siegebeast1_21	skmage_pois4_24	slinger9_23	slinger5_22	succubuswitch1_21	swarm3	unraveler4	vulture3	baboon4	bonefetish5	brute5	cantor3	corruptrogue5	cr_archer5	cr_lancer5	doomknight2_22	foulcrow4	imp5_21	megademon2	mosquito2	mummy6	regurgitator1	sandraider5	scarab7	skmage_pois4_24	slinger9_23	slinger5_22	succubuswitch1_21	swarm3	unraveler4	vulture3			snake	parrot			30	30							0	25	255	Kurast Causeway	To The Kurast Causeway	EnteringTheKurastCauseway	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	Act 3 - Kurast Causeway
Act 3 - Travincal	Travincal	83	2	2			57	64	64	64	64	64	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	100	0	0	0	0	0	0	0	64	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	74	24	61	91	325	325	325	6	8	6	8	6	8	1	0	3	batdemon5	bighead5	bonefetish7	brute5	cantor4	cr_archer5	cr_lancer5	fetish2	fetishblow2	frozenhorror4_21	cowking_22	mummy4	putriddefiler5_21	sandmaggot6	sandraider4	sk_archer7_22	skmage_cold2_22	skmage_ltng1_22	slinger9_23	succubuswitch1_21	swarm5	unraveler4	vampire2	willowisp1	wraith5		batdemon5	bighead5	bonefetish7	brute5	cantor4	cr_archer5	cr_lancer5	fetish2	fetishblow2	frozenhorror4_21	cowking_22	mummy4	putriddefiler5_21	sandmaggot6	sandraider4	sk_archer7_22	skmage_cold2_22	skmage_ltng1_22	slinger9_23	succubuswitch1_21	swarm5	unraveler4	vampire2	willowisp1	wraith5	batdemon5	bighead5	bonefetish7	brute5	cantor4	cr_archer5	cr_lancer5	fetish2	fetishblow2	frozenhorror4_21	cowking_22	mummy4	putriddefiler5_21	sandmaggot6	sandraider4	sk_archer7_22	skmage_cold2_22	skmage_ltng1_22	slinger9_23	succubuswitch1_21	swarm5	unraveler4	vampire2	willowisp1	wraith5	snake	parrot			30	30							0	25	25	Travincal	To Travincal	EnteringTravincal	31	61	40	42	69	62	0	0	33	25	50	33	33	35	0	0	Act 3 - Travincal
Act 3 - Spider 1	Arachnid Lair	84	2	2			58	200	200	200	200	200	200	1500	1000	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	21	46	71	21	57	94	700	700	700	6	8	6	8	6	8	1	0	3	arach6	baboon6	bighead2_21	blunderbore5	brute4	corruptrogue5	crownest4	deathmauler6_21	dkmag3_21	fallen5_23	fetishshaman7	frogdemon1	frozenhorror4_21	cowking_22	imp5_21	mummy3	pantherwoman4_23	sandleaper4	sandraider4	scarab6	siegebeast1_21	slinger5_22	swarm3	unraveler4	vulture3		arach6	baboon6	bighead2_21	blunderbore5	brute4	corruptrogue5	crownest4	deathmauler6_21	dkmag3_21	fallen5_23	fetishshaman7	frogdemon1	frozenhorror4_21	cowking_22	imp5_21	mummy3	pantherwoman4_23	sandleaper4	sandraider4	scarab6	siegebeast1_21	slinger5_22	swarm3	unraveler4	vulture3	arach6	bighead2_21	blunderbore5	brute4	corruptrogue5	deathmauler6_21	dkmag3_21	fallen5_23	fetishshaman7	frogdemon1	frozenhorror4_21	cowking_22	imp5_21	mummy3	pantherwoman4_23	sandleaper4	sandraider4	scarab6	slinger5_22	swarm3	unraveler4	vulture3				minispider				30								0	29	255	Spider Cave	To The Spider Cave	EnteringTheSpiderCave	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	Act 3 - Arachnid Lair
Act 3 - Spider 2	Spider Cavern	85	2	2			59	200	200	200	200	200	200	1500	1300	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	21	46	71	21	57	88	700	700	700	4	5	4	5	4	5	1	0	3	arach4	baboon6	blunderbore6	bonefetish4	brute5	clawviper4	corruptrogue6	dkfig1	dkmag3_21	imp5_21	megademon1	mosquito1	pantherwoman4	putriddefiler5_21	regurgitator1	sandleaper4	sk_archer7_22	skmage_fire2_21	slinger9	succubuswitch1_21	suicideminion5_21	swarm3	thornhulk2	vampire2	wraith3		arach4	baboon6	blunderbore6	bonefetish4	brute5	clawviper4	corruptrogue6	dkfig1	dkmag3_21	imp5_21	megademon1	mosquito1	pantherwoman4	putriddefiler5_21	regurgitator1	sandleaper4	sk_archer7_22	skmage_fire2_21	slinger9	succubuswitch1_21	suicideminion5_21	swarm3	thornhulk2	vampire2	wraith3	arach4	blunderbore6	bonefetish4	brute5	clawviper4	corruptrogue6	dkfig1	dkmag3_21	imp5_21	megademon1	mosquito1	pantherwoman4	putriddefiler5_21	regurgitator1	sandleaper4	sk_archer7_22	skmage_fire2_21	slinger9	succubuswitch1_21	swarm3	thornhulk2	vampire2	wraith3			minispider				30								0	29	255	Spider Cavern	To The Spider Cavern	EnteringTheSpiderCavern	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	Act 3 - Spider Cavern
Act 3 - Dungeon 1 A	Swampy Pit Level 1	86	2	2			60	200	200	200	200	200	200	2000	1000	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	87	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	58	94	700	700	700	6	8	6	8	6	8	1	0	3	baboon1	blunderbore1	bonefetish6	brute5	cr_lancer5	dkfig1	fetishblow2	foulcrow4	goatman4	imp5_21	megademon1	minion9_21	mummy3	overseer4_21	regurgitator1	sandmaggot3	sandraider4	siegebeast1_21	skmage_fire2_21	slinger5_22	succubus4_21	suicideminion5_21	thornhulk3	vulture3	wraith5		baboon1	blunderbore1	bonefetish6	brute5	cr_lancer5	dkfig1	fetishblow2	foulcrow4	goatman4	imp5_21	megademon1	minion9_21	mummy3	overseer4_21	regurgitator1	sandmaggot3	sandraider4	siegebeast1_21	skmage_fire2_21	slinger5_22	succubus4_21	suicideminion5_21	thornhulk3	vulture3	wraith5	baboon1	blunderbore1	bonefetish6	brute5	cr_lancer5	dkfig1	fetishblow2	foulcrow4	goatman4	imp5_21	megademon1	minion9_21	mummy3	overseer4_21	regurgitator1	sandmaggot3	sandraider4	skmage_fire2_21	slinger5_22	succubus4_21	thornhulk3	vulture3	wraith5			rat				30								0	27	255	Swampy Pit Level 1	To The Swampy Pit Level 1	EnteringTheSwampyPitLevel1	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	Act 3 - Swampy Pit
Act 3 - Dungeon 1 B	Swampy Pit Level 2	87	2	2			61	200	200	200	200	200	200	2000	1300	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	90	86	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	21	58	94	700	700	700	6	8	6	8	6	8	1	0	3	batdemon4	corruptrogue5	cr_archer5	dkfig2	dkmag3_21	fetish8	fetishblow7	fetishshaman3	fingermage1	foulcrow4	frogdemon1	goatman4	minion9_21	mosquito4	overseer4_21	quillrat5	sandmaggot3	siegebeast1_21	skmage_fire2_21	slinger4	snowyeti3_18	vampire3	vilemother1	zealot1	zombie4		batdemon4	corruptrogue5	cr_archer5	dkfig2	dkmag3_21	fetish8	fetishblow7	fetishshaman3	fingermage1	foulcrow4	frogdemon1	goatman4	minion9_21	mosquito4	overseer4_21	quillrat5	sandmaggot3	siegebeast1_21	skmage_fire2_21	slinger4	snowyeti3_18	vampire3	vilemother1	zealot1	zombie4	batdemon4	corruptrogue5	cr_archer5	dkfig2	dkmag3_21	fetish8	fetishblow7	fetishshaman3	fingermage1	foulcrow4	frogdemon1	goatman4	minion9_21	mosquito4	overseer4_21	quillrat5	sandmaggot3	skmage_fire2_21	slinger4	snowyeti3_18	vampire3	vilemother1	zealot1	zombie4		rat				30								0	27	255	Swampy Pit Level 2	To The Swampy Pit Level 2	EnteringTheSwampyPitLevel2	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	Act 3 - Swampy Pit
Act 3 - Dungeon 2 A	Flayer Dungeon Level 1	88	2	2			62	200	200	200	200	200	200	2000	1600	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	89	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	58	90	700	700	700	5	6	5	6	5	6	1	0	3	baboon6	cr_archer5	doomknight1	doomknight2_22	dkmag3_21	fetish3	fetishshaman8	fingermage1	goatman4	cowking_22	imp5_21	mosquito4	putriddefiler5_21	reanimatedhorde3_22	regurgitator1	sandraider4	siegebeast1_21	sk_archer7_22	skmage_cold2_22	skmage_pois4_24	succubus4_21	unraveler4	vilemother1	willowisp2	wraith5		baboon6	cr_archer5	doomknight1	doomknight2_22	dkmag3_21	fetish3	fetishshaman8	fingermage1	goatman4	cowking_22	imp5_21	mosquito4	putriddefiler5_21	reanimatedhorde3_22	regurgitator1	sandraider4	siegebeast1_21	sk_archer7_22	skmage_cold2_22	skmage_pois4_24	succubus4_21	unraveler4	vilemother1	willowisp2	wraith5	cr_archer5	doomknight1	doomknight2_22	dkmag3_21	fetish3	fetishshaman8	fingermage1	goatman4	cowking_22	imp5_21	mosquito4	putriddefiler5_21	reanimatedhorde3_22	regurgitator1	sandraider4	sk_archer7_22	skmage_cold2_22	skmage_pois4_24	succubus4_21	unraveler4	vilemother1	willowisp2	wraith5			rat				30								0	27	255	Flayer Dungeon Level 1	To The Flayer Dungeon Level 1	EnteringTheFlayerDungeonLevel1	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	Act 3 - Flayer Dungeon
Act 3 - Dungeon 2 B	Flayer Dungeon Level 2	89	2	2			63	200	200	200	200	200	200	2000	1900	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	91	88	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	22	58	91	700	700	700	5	5	5	5	5	5	1	0	3	arach7	brute4	cr_archer5	crownest4	deathmauler6_21	doomknight2_22	fetishblow7	fingermage1	minion9_21	mosquito1	mummy5	sandleaper4	scarab4	sk_archer7_22	skeleton1_21	skmage_cold2_22	skmage_fire2_21	skmage_ltng1_22	slinger5_22	succubus4_21	thornhulk2	unraveler3	vampire1	vulture4	wraith3		arach7	brute4	cr_archer5	crownest4	deathmauler6_21	doomknight2_22	fetishblow7	fingermage1	minion9_21	mosquito1	mummy5	sandleaper4	scarab4	sk_archer7_22	skeleton1_21	skmage_cold2_22	skmage_fire2_21	skmage_ltng1_22	slinger5_22	succubus4_21	thornhulk2	unraveler3	vampire1	vulture4	wraith3	arach7	brute4	cr_archer5	deathmauler6_21	doomknight2_22	fetishblow7	fingermage1	minion9_21	mosquito1	mummy5	sandleaper4	scarab4	sk_archer7_22	skeleton1_21	skmage_cold2_22	skmage_fire2_21	skmage_ltng1_22	slinger5_22	succubus4_21	thornhulk2	unraveler3	vampire1	vulture4	wraith3		rat				30								0	27	255	Flayer Dungeon Level 2	To The Flayer Dungeon Level 2	EnteringTheFlayerDungeonLevel2	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	Act 3 - Flayer Dungeon
